	term	domain	category	sense	AR	DC	en	es	fr	id	vrefs
2688	לַפִּידוֹת	PN	person		False	False	Lappidoth	Mahlita	balance	lumbung	['JDG 4:4']
2689	לַקּוּם	PN	settlement		False	False	Lakkum	Majalat	imprécation	timbangan	['JOS 19:33']
2690	לִקְחִי	PN	person		False	False	Likhi	Majalat	Mivhar	kutukan	['1CH 7:19']
2691	לֶשֶׁם	RE	gemstones	1	False	False	jacinth	Meholatita	securité	Mibhar	['EXO 28:19', 'EXO 39:12']
2692	לֶשֶׁם	PN	settlement	2	False	False	Leshem	Mahanaim	Mevounaï	keamanan	['JOS 19:47']
2693	לֶשַׁע	PN	settlement		False	False	Lasha	refugio	Mivçar	Mebunai	['GEN 10:19']
2694	מַאֲבוּס	RE	constructions; agriculture; food		False	False	granary	mordaza	Mivsam	Mibzar	['JER 50:26']
2695	מֹאזְנַיִם	RE	tools; weight; commerce		False	False	balance	Maaseías	Mivsam	Mibsam	['LEV 19:36', 'JOB 6:2', 'JOB 31:6', 'PSA 62:11', 'PRO 11:1', 'PRO 16:11', 'PRO 20:23', 'ISA 40:12', 'ISA 40:15', 'JER 32:10', 'EZK 5:1', 'EZK 45:10', 'HOS 12:9', 'AMO 8:5', 'MIC 6:11']
2696	מְאֵרָה	RI	blessing and curse; communication		False	False	curse	reja del arado	Magbish	Mibsam	['DEU 28:20', 'PRO 3:33', 'PRO 28:27', 'MAL 2:2', 'MAL 3:9']
2697	מִבְחָר	PN	person		False	False	Mibhar	Máhat	Meguiddo	Magbis	['1CH 11:38']
2698	מִבְטָח	AT	attitudes and emotions		False	False	safety	Máhat	Migdol	Megido	['JOB 8:14', 'JOB 18:14', 'JOB 31:24', 'PSA 40:6', 'PSA 65:7', 'PSA 71:5', 'PRO 14:26', 'PRO 21:22', 'PRO 22:19', 'PRO 25:19', 'ISA 32:18', 'JER 2:37', 'JER 17:7', 'JER 48:13', 'EZK 29:16']
2699	מְבֻנַּי	PN	person		False	False	Mebunnai	Máhat	Magdiël	menara	['2SA 23:27']
2700	מִבְצָר	PN	person		False	False	Mibzar	tribu	tour	Magdiel	['GEN 36:42', '1CH 1:53']
2701	מִבְשָׂם	PN	person	1	False	False	Mibsam	Matred	Migdol	menara	['GEN 25:13', '1CH 1:29']
2702	מִבְשָׂם	PN	person	2	False	False	Mibsam	Matrí	Migdal-El	Migdol	['1CH 4:25']
2703	מַגְבִּישׁ	PN	person		False	False	Magbish	Mezaab	Migdal-Gad	Migdal-El	['EZR 2:30']
2704	מְגִדּוֹ	PN	settlement		False	False	Megiddo	Medebá	Hananéel	Migdal-Gad	['JOS 12:21', 'JOS 17:11', 'JDG 1:27', 'JDG 5:19', '1KI 4:12', '1KI 9:15', '2KI 9:27', '2KI 23:29', '2KI 23:30', '1CH 7:29', '2CH 35:22', 'ZEC 12:11']
2705	מִגְדּוֹל	RE	constructions		False	False	tower	Medad	Migdal-Eder	Menara Seratus	['2SA 22:51']
2706	מַגְדִּיאֵל	PN	person		False	False	Magdiel	Micaías	Migdal-Sichem	Migdal-Eder	['GEN 36:43', '1CH 1:54']
2707	מִגְדָּל	RE	constructions		False	False	watchtower	Micaías	Magog	Menara Sikhem	['GEN 11:4', 'GEN 11:5', 'JDG 8:9', 'JDG 8:17', 'JDG 9:46', 'JDG 9:47', 'JDG 9:49', 'JDG 9:51', 'JDG 9:51', 'JDG 9:52', 'JDG 9:52', '2SA 22:51', '2KI 9:17', '2CH 14:5', '2CH 26:9', '2CH 26:10', '2CH 26:15', '2CH 27:4', '2CH 32:5', 'NEH 3:25', 'NEH 3:26', 'NEH 3:27', 'PSA 48:14', 'PSA 61:5', 'PRO 18:10', 'SNG 4:4', 'SNG 7:6', 'SNG 7:6', 'SNG 8:10', 'ISA 2:15', 'ISA 5:2', 'ISA 30:25', 'ISA 33:18', 'EZK 26:4', 'EZK 26:9', 'EZK 27:11']
2708	מִגְדֹּל	PN	locale		False	False	Migdol	Micaías	livrer	Magog	['EXO 14:2', 'NUM 33:7', 'JER 44:1', 'JER 46:14', 'EZK 29:10', 'EZK 30:6']
2709	מִגְדַּל־אֵל	PN	settlement		False	False	Migdal-El	Micael	rouleau	sabit	['JOS 19:38']
2710	מִגְדַּל־גָד	PN	settlement		False	False	Migdal-Gad	Micael	bouclier	kitab gulungan	['JOS 15:37']
2711	מִגְדַּל	PN	constructions		False	False	Tower of a Hundred	Miguel	bouclier	perisai	['NEH 3:1', 'NEH 12:39']
2712	מִגְדַּל־עֵדֶר	PN	locale		False	False	Migdal Eder	Micael	peste	perisai	['GEN 35:21']
2713	מִגְדַּל־שְׁכֶם	PN	settlement		False	False	Tower of Shechem	Micael	Magpiash	tulah	['JDG 9:46', 'JDG 9:47', 'JDG 9:49']
2714	מָגוֹג	PN	person; area		False	False	Magog	Micael	scie	Magpias	['GEN 10:2', '1CH 1:5', 'EZK 38:2', 'EZK 39:6']
2715	מַגָּל	RE	agriculture		False	False	sickle	Micael	Migrôn	gergaji batu	['JER 50:16', 'JOL 4:13']
2716	מְגִלָּה	RE	communication; writing		False	False	scroll	Micael	Madôn	Migron	['PSA 40:9', 'JER 36:2', 'JER 36:4', 'JER 36:6', 'JER 36:14', 'JER 36:14', 'JER 36:20', 'JER 36:21', 'JER 36:23', 'JER 36:25', 'JER 36:27', 'JER 36:28', 'JER 36:28', 'JER 36:29', 'JER 36:32', 'EZK 2:9', 'EZK 3:1', 'EZK 3:2', 'EZK 3:3', 'ZEC 5:1', 'ZEC 5:2']
