	vrefs
2334	['JOS 10:1', 'JOS 10:3', 'JOS 10:5', 'JOS 10:23', 'JOS 12:10', 'JOS 15:8', 'JOS 15:63', 'JOS 15:63', 'JOS 18:28', 'JDG 1:7', 'JDG 1:8', 'JDG 1:21', 'JDG 1:21', 'JDG 19:10', '1SA 17:54', '2SA 5:5', '2SA 5:6', '2SA 5:13', '2SA 5:14', '2SA 8:7', '2SA 9:13', '2SA 10:14', '2SA 11:1', '2SA 11:12', '2SA 12:31', '2SA 14:23', '2SA 14:28', '2SA 15:8', '2SA 15:11', '2SA 15:14', '2SA 15:29', '2SA 15:37', '2SA 16:3', '2SA 16:15', '2SA 17:20', '2SA 19:21', '2SA 19:27', '2SA 19:35', '2SA 19:36', '2SA 20:2', '2SA 20:3', '2SA 20:7', '2SA 20:22', '2SA 24:8', '2SA 24:16', '1KI 2:11', '1KI 2:36', '1KI 2:38', '1KI 2:41', '1KI 3:1', '1KI 3:15', '1KI 8:1', '1KI 9:15', '1KI 9:19', '1KI 10:2', '1KI 10:26', '1KI 10:27', '1KI 11:7', '1KI 11:13', '1KI 11:29', '1KI 11:32', '1KI 11:36', '1KI 11:42', '1KI 12:18', '1KI 12:21', '1KI 12:27', '1KI 12:28', '1KI 14:21', '1KI 14:25', '1KI 15:2', '1KI 15:4', '1KI 15:4', '1KI 15:10', '1KI 22:42', '2KI 8:17', '2KI 8:26', '2KI 9:28', '2KI 12:3', '2KI 12:19', '2KI 12:20', '2KI 14:2', '2KI 14:2', '2KI 14:13', '2KI 14:13', '2KI 14:19', '2KI 14:20', '2KI 15:2', '2KI 15:2', '2KI 15:33', '2KI 16:2', '2KI 16:5', '2KI 18:2', '2KI 18:17', '2KI 18:17', '2KI 18:22', '2KI 18:22', '2KI 18:35', '2KI 19:10', '2KI 19:21', '2KI 19:31', '2KI 21:1', '2KI 21:4', '2KI 21:7', '2KI 21:12', '2KI 21:13', '2KI 21:13', '2KI 21:16', '2KI 21:19', '2KI 22:1', '2KI 22:14', '2KI 23:1', '2KI 23:2', '2KI 23:4', '2KI 23:5', '2KI 23:6', '2KI 23:9', '2KI 23:13', '2KI 23:20', '2KI 23:23', '2KI 23:24', '2KI 23:27', '2KI 23:30', '2KI 23:31', '2KI 23:33', '2KI 23:36', '2KI 24:4', '2KI 24:8', '2KI 24:8', '2KI 24:10', '2KI 24:14', '2KI 24:15', '2KI 24:18', '2KI 24:20', '2KI 25:1', '2KI 25:8', '2KI 25:9', '2KI 25:10', '1CH 3:4', '1CH 3:5', '1CH 5:36', '1CH 5:41', '1CH 6:2', '1CH 8:28', '1CH 8:32', '1CH 9:3', '1CH 9:34', '1CH 9:38', '1CH 11:4', '1CH 14:3', '1CH 14:4', '1CH 15:3', '1CH 18:7', '1CH 19:15', '1CH 20:1', '1CH 20:3', '1CH 21:4', '1CH 21:15', '1CH 21:16', '1CH 23:25', '1CH 28:1', '1CH 29:27', '2CH 1:4', '2CH 1:13', '2CH 1:14', '2CH 1:15', '2CH 2:5', '2CH 2:14', '2CH 3:1', '2CH 5:2', '2CH 6:6', '2CH 8:6', '2CH 9:1', '2CH 9:25', '2CH 9:27', '2CH 9:30', '2CH 10:18', '2CH 11:1', '2CH 11:5', '2CH 11:14', '2CH 11:16', '2CH 12:2', '2CH 12:4', '2CH 12:5', '2CH 12:7', '2CH 12:9', '2CH 12:13', '2CH 12:13', '2CH 13:2', '2CH 14:13', '2CH 15:10', '2CH 17:13', '2CH 19:1', '2CH 19:4', '2CH 19:8', '2CH 19:8', '2CH 20:5', '2CH 20:15', '2CH 20:17', '2CH 20:18', '2CH 20:20', '2CH 20:27', '2CH 20:27', '2CH 20:28', '2CH 20:31', '2CH 21:5', '2CH 21:11', '2CH 21:13', '2CH 21:20', '2CH 22:1', '2CH 22:2', '2CH 23:2', '2CH 24:1', '2CH 24:6', '2CH 24:9', '2CH 24:18', '2CH 24:23', '2CH 25:1', '2CH 25:1', '2CH 25:23', '2CH 25:23', '2CH 25:27', '2CH 26:3', '2CH 26:3', '2CH 26:9', '2CH 26:15', '2CH 27:1', '2CH 27:8', '2CH 28:1', '2CH 28:10', '2CH 28:24', '2CH 28:27', '2CH 29:1', '2CH 29:8', '2CH 30:1', '2CH 30:2', '2CH 30:3', '2CH 30:5', '2CH 30:11', '2CH 30:13', '2CH 30:14', '2CH 30:21', '2CH 30:26', '2CH 30:26', '2CH 31:4', '2CH 32:2', '2CH 32:9', '2CH 32:9', '2CH 32:10', '2CH 32:12', '2CH 32:18', '2CH 32:19', '2CH 32:22', '2CH 32:23', '2CH 32:25', '2CH 32:26', '2CH 32:33', '2CH 33:1', '2CH 33:4', '2CH 33:7', '2CH 33:9', '2CH 33:13', '2CH 33:15', '2CH 33:21', '2CH 34:1', '2CH 34:3', '2CH 34:5', '2CH 34:7', '2CH 34:9', '2CH 34:22', '2CH 34:29', '2CH 34:30', '2CH 34:32', '2CH 34:32', '2CH 35:1', '2CH 35:18', '2CH 35:24', '2CH 35:24', '2CH 36:1', '2CH 36:2', '2CH 36:3', '2CH 36:4', '2CH 36:5', '2CH 36:9', '2CH 36:10', '2CH 36:11', '2CH 36:14', '2CH 36:19', '2CH 36:23', 'EZR 1:2', 'EZR 1:3', 'EZR 1:3', 'EZR 1:4', 'EZR 1:5', 'EZR 1:7', 'EZR 1:11', 'EZR 2:1', 'EZR 2:68', 'EZR 3:1', 'EZR 3:8', 'EZR 3:8', 'EZR 4:6', 'EZR 7:7', 'EZR 7:8', 'EZR 7:9', 'EZR 7:27', 'EZR 8:29', 'EZR 8:30', 'EZR 8:31', 'EZR 8:32', 'EZR 9:9', 'EZR 10:7', 'EZR 10:7', 'EZR 10:9', 'NEH 1:2', 'NEH 1:3', 'NEH 2:11', 'NEH 2:12', 'NEH 2:13', 'NEH 2:17', 'NEH 2:17', 'NEH 2:20', 'NEH 3:8', 'NEH 3:9', 'NEH 3:12', 'NEH 3:33', 'NEH 3:34', 'NEH 4:10', 'NEH 6:7', 'NEH 7:2', 'NEH 7:3', 'NEH 7:3', 'NEH 7:6', 'NEH 8:15', 'NEH 11:1', 'NEH 11:1', 'NEH 11:2', 'NEH 11:3', 'NEH 11:4', 'NEH 11:6', 'NEH 11:22', 'NEH 12:27', 'NEH 12:27', 'NEH 12:28', 'NEH 12:29', 'NEH 12:43', 'NEH 13:6', 'NEH 13:7', 'NEH 13:15', 'NEH 13:16', 'NEH 13:19', 'NEH 13:20', 'EST 2:6', 'PSA 51:20', 'PSA 68:31', 'PSA 79:1', 'PSA 79:3', 'PSA 102:23', 'PSA 116:19', 'PSA 122:2', 'PSA 122:3', 'PSA 122:6', 'PSA 125:2', 'PSA 128:5', 'PSA 135:21', 'PSA 137:5', 'PSA 137:6', 'PSA 137:7', 'PSA 147:2', 'PSA 147:12', 'ECC 1:1', 'ECC 1:12', 'ECC 1:16', 'ECC 2:7', 'ECC 2:9', 'SNG 1:5', 'SNG 2:7', 'SNG 3:5', 'SNG 3:10', 'SNG 5:8', 'SNG 5:16', 'SNG 6:4', 'SNG 8:4', 'ISA 1:1', 'ISA 2:1', 'ISA 2:3', 'ISA 3:1', 'ISA 3:8', 'ISA 4:3', 'ISA 4:3', 'ISA 4:4', 'ISA 5:3', 'ISA 7:1', 'ISA 8:14', 'ISA 10:10', 'ISA 10:11', 'ISA 10:12', 'ISA 10:32', 'ISA 22:10', 'ISA 22:21', 'ISA 24:23', 'ISA 27:13', 'ISA 28:14', 'ISA 30:19', 'ISA 31:5', 'ISA 31:9', 'ISA 33:20', 'ISA 36:2', 'ISA 36:7', 'ISA 36:20', 'ISA 37:10', 'ISA 37:22', 'ISA 37:32', 'ISA 40:2', 'ISA 40:9', 'ISA 41:27', 'ISA 44:26', 'ISA 44:28', 'ISA 51:17', 'ISA 52:1', 'ISA 52:2', 'ISA 52:9', 'ISA 52:9', 'ISA 62:1', 'ISA 62:6', 'ISA 62:7', 'ISA 64:8', 'ISA 65:18', 'ISA 65:19', 'ISA 66:10', 'ISA 66:13', 'ISA 66:20', 'JER 1:3', 'JER 1:15', 'JER 2:2', 'JER 3:17', 'JER 3:17', 'JER 4:3', 'JER 4:4', 'JER 4:5', 'JER 4:10', 'JER 4:11', 'JER 4:14', 'JER 4:16', 'JER 5:1', 'JER 6:1', 'JER 6:6', 'JER 6:8', 'JER 7:17', 'JER 7:34', 'JER 8:1', 'JER 8:5', 'JER 9:9', 'JER 11:2', 'JER 11:6', 'JER 11:9', 'JER 11:12', 'JER 11:13', 'JER 13:9', 'JER 13:13', 'JER 13:27', 'JER 14:2', 'JER 14:16', 'JER 15:4', 'JER 15:5', 'JER 17:19', 'JER 17:20', 'JER 17:21', 'JER 17:25', 'JER 17:26', 'JER 17:27', 'JER 17:27', 'JER 18:11', 'JER 19:3', 'JER 19:7', 'JER 19:13', 'JER 22:19', 'JER 23:14', 'JER 23:15', 'JER 24:1', 'JER 24:8', 'JER 25:2', 'JER 25:18', 'JER 26:18', 'JER 27:3', 'JER 27:18', 'JER 27:20', 'JER 27:20', 'JER 27:21', 'JER 29:1', 'JER 29:1', 'JER 29:2', 'JER 29:2', 'JER 29:4', 'JER 29:20', 'JER 29:25', 'JER 32:2', 'JER 32:32', 'JER 32:44', 'JER 33:10', 'JER 33:13', 'JER 33:16', 'JER 34:1', 'JER 34:6', 'JER 34:7', 'JER 34:8', 'JER 34:19', 'JER 35:11', 'JER 35:11', 'JER 35:13', 'JER 35:17', 'JER 36:9', 'JER 36:9', 'JER 36:31', 'JER 37:5', 'JER 37:5', 'JER 37:11', 'JER 37:12', 'JER 38:28', 'JER 38:28', 'JER 39:1', 'JER 39:8', 'JER 40:1', 'JER 42:18', 'JER 44:2', 'JER 44:6', 'JER 44:9', 'JER 44:13', 'JER 44:17', 'JER 44:21', 'JER 51:35', 'JER 51:50', 'JER 52:1', 'JER 52:3', 'JER 52:4', 'JER 52:12', 'JER 52:13', 'JER 52:14', 'JER 52:29', 'LAM 1:7', 'LAM 1:8', 'LAM 1:17', 'LAM 2:10', 'LAM 2:13', 'LAM 2:15', 'LAM 4:12', 'EZK 4:1', 'EZK 4:7', 'EZK 4:16', 'EZK 5:5', 'EZK 8:3', 'EZK 9:4', 'EZK 9:8', 'EZK 11:15', 'EZK 12:10', 'EZK 12:19', 'EZK 13:16', 'EZK 14:21', 'EZK 14:22', 'EZK 15:6', 'EZK 16:2', 'EZK 16:3', 'EZK 17:12', 'EZK 21:12', 'EZK 21:30', 'EZK 21:32', 'EZK 22:19', 'EZK 23:4', 'EZK 24:2', 'EZK 26:2', 'EZK 33:21', 'EZK 36:38', 'DAN 1:1', 'DAN 9:2', 'DAN 9:7', 'DAN 9:12', 'DAN 9:16', 'DAN 9:16', 'DAN 9:25', 'JOL 4:5', 'JOL 4:1', 'JOL 4:6', 'JOL 4:16', 'JOL 4:17', 'JOL 4:20', 'AMO 1:2', 'AMO 2:5', 'OBA 1:11', 'OBA 1:20', 'MIC 1:1', 'MIC 1:5', 'MIC 1:9', 'MIC 1:12', 'MIC 3:10', 'MIC 3:12', 'MIC 4:2', 'MIC 4:8', 'ZEP 1:4', 'ZEP 1:12', 'ZEP 3:14', 'ZEP 3:16', 'ZEC 1:12', 'ZEC 1:14', 'ZEC 1:16', 'ZEC 1:16', 'ZEC 1:17', 'ZEC 2:6', 'ZEC 2:10', 'ZEC 2:12', 'ZEC 2:16', 'ZEC 3:2', 'ZEC 7:7', 'ZEC 8:3', 'ZEC 8:3', 'ZEC 8:4', 'ZEC 8:8', 'ZEC 8:15', 'ZEC 8:22', 'ZEC 9:9', 'ZEC 9:10', 'ZEC 12:2', 'ZEC 12:2', 'ZEC 12:3', 'ZEC 12:5', 'ZEC 12:6', 'ZEC 12:6', 'ZEC 12:7', 'ZEC 12:8', 'ZEC 12:9', 'ZEC 12:10', 'ZEC 12:11', 'ZEC 13:1', 'ZEC 14:2', 'ZEC 14:4', 'ZEC 14:8', 'ZEC 14:10', 'ZEC 14:11', 'ZEC 14:12', 'ZEC 14:14', 'ZEC 14:16', 'ZEC 14:17', 'ZEC 14:21', 'MAL 2:11', 'MAL 3:4']
2335	['GEN 10:26', '1CH 1:20']
2336	['NUM 22:1', 'NUM 26:3', 'NUM 26:63', 'NUM 31:12', 'NUM 33:48', 'NUM 33:50', 'NUM 34:15', 'NUM 35:1', 'NUM 36:13', 'DEU 32:49', 'DEU 34:1', 'DEU 34:3', 'JOS 2:1', 'JOS 2:2', 'JOS 2:3', 'JOS 3:16', 'JOS 4:13', 'JOS 4:19', 'JOS 5:10', 'JOS 5:13', 'JOS 6:1', 'JOS 6:2', 'JOS 6:25', 'JOS 6:26', 'JOS 7:2', 'JOS 8:2', 'JOS 9:3', 'JOS 10:1', 'JOS 10:28', 'JOS 10:30', 'JOS 12:9', 'JOS 13:32', 'JOS 16:1', 'JOS 16:1', 'JOS 16:1', 'JOS 16:7', 'JOS 18:12', 'JOS 18:21', 'JOS 20:8', 'JOS 24:11', 'JOS 24:11', '2SA 10:5', '1KI 16:34', '2KI 2:4', '2KI 2:4', '2KI 2:5', '2KI 2:15', '2KI 2:18', '2KI 25:5', '1CH 6:48', '1CH 19:5', '2CH 28:15', 'EZR 2:34', 'NEH 3:2', 'NEH 7:36', 'JER 39:5', 'JER 52:8']
2337	['1SA 1:1', '1CH 5:38', '1CH 6:4']
2338	['1CH 8:27']
2339	['1CH 9:8']
2340	['1CH 9:12', 'NEH 11:12']
2341	['1CH 12:9']
2342	['1CH 27:22']
2343	['2CH 23:1']
2344	['1CH 2:9', '1CH 2:25', '1CH 2:26', '1CH 2:27', '1CH 2:33', '1CH 2:42']
2345	['1CH 24:29']
2346	['JER 36:26']
2347	['1SA 27:10', '1SA 30:29']
2348	['1CH 2:34', '1CH 2:35']
2349	['1CH 7:2']
2350	['1CH 4:24']
2351	['EZR 8:16']
2352	['EZR 10:18']
2353	['1CH 11:46']
2354	['1CH 26:31']
2355	['1CH 23:19', '1CH 24:23']
2356	['1CH 7:7']
2357	['1CH 12:7']
2358	['1CH 24:30']
2359	['1CH 25:4']
2360	['1CH 27:19']
2361	['2CH 11:18']
2362	['2CH 31:13']
2363	['1CH 2:18']
2364	['JOS 10:3', 'JOS 10:5', 'JOS 10:23', 'JOS 12:11', 'JOS 15:35', 'NEH 11:29']
2365	['JOS 21:29']
2366	['1CH 7:8']
2367	['1CH 8:14']
2368	['1CH 23:23']
2369	['1CH 25:22']
2370	['EZR 10:26', 'EZR 10:27']
2371	['EZR 10:33']
2372	['1CH 5:24']
2373	['1CH 12:6', '1CH 12:12']
2374	['NEH 10:4', 'NEH 12:1', 'NEH 12:12', 'NEH 12:34']
2375	['EZR 1:1', 'JER 27:1', 'JER 28:5', 'JER 28:6', 'JER 28:10', 'JER 28:11', 'JER 28:12', 'JER 28:12', 'JER 28:15', 'JER 29:1', 'DAN 9:2']
2376	['2KI 23:31', '2KI 24:18', 'JER 52:1']
2377	['1CH 12:15']
2378	['2CH 35:25', '2CH 36:12', '2CH 36:21', '2CH 36:22', 'JER 1:1', 'JER 1:11', 'JER 7:1', 'JER 11:1', 'JER 14:1', 'JER 18:1', 'JER 18:18', 'JER 19:14', 'JER 20:1', 'JER 20:2', 'JER 20:3', 'JER 21:1', 'JER 21:3', 'JER 24:3', 'JER 25:1', 'JER 25:2', 'JER 25:13', 'JER 26:7', 'JER 26:9', 'JER 26:12', 'JER 26:20', 'JER 26:24', 'JER 29:27', 'JER 29:29', 'JER 29:30', 'JER 30:1', 'JER 32:1', 'JER 32:2', 'JER 32:6', 'JER 32:26', 'JER 33:1', 'JER 33:19', 'JER 33:23', 'JER 34:1', 'JER 34:6', 'JER 34:8', 'JER 34:12', 'JER 35:1', 'JER 35:12', 'JER 35:18', 'JER 36:1', 'JER 36:4', 'JER 36:5', 'JER 36:8', 'JER 36:10', 'JER 36:19', 'JER 36:26', 'JER 36:27', 'JER 36:32', 'JER 37:2', 'JER 37:3', 'JER 37:4', 'JER 37:6', 'JER 37:12', 'JER 37:13', 'JER 37:14', 'JER 37:15', 'JER 37:16', 'JER 37:17', 'JER 37:18', 'JER 37:21', 'JER 38:1', 'JER 38:6', 'JER 38:7', 'JER 38:9', 'JER 38:10', 'JER 38:11', 'JER 38:12', 'JER 38:13', 'JER 38:14', 'JER 38:15', 'JER 38:16', 'JER 38:17', 'JER 38:19', 'JER 38:20', 'JER 38:24', 'JER 38:27', 'JER 38:28', 'JER 39:11', 'JER 39:14', 'JER 39:15', 'JER 40:1', 'JER 40:2', 'JER 40:6', 'JER 42:2', 'JER 42:4', 'JER 42:5', 'JER 42:7', 'JER 43:1', 'JER 43:2', 'JER 43:6', 'JER 43:8', 'JER 44:1', 'JER 44:15', 'JER 44:20', 'JER 44:24', 'JER 45:1', 'JER 46:1', 'JER 46:13', 'JER 47:1', 'JER 49:34', 'JER 50:1', 'JER 51:59', 'JER 51:60', 'JER 51:61', 'JER 51:64']
2379	['JER 35:3']
2380	['JOS 18:27']
2381	['DEU 28:22', '1KI 8:37', '2CH 6:28', 'JER 30:6', 'AMO 4:9', 'HAG 2:17']
2382	['1CH 2:44']
2383	['GEN 15:3', 'GEN 15:4', 'GEN 15:4', 'GEN 15:7', 'GEN 15:8', 'GEN 21:10', 'LEV 20:24', 'LEV 20:24', 'LEV 25:46', 'NUM 27:11', 'NUM 36:8', 'NUM 36:8', 'JDG 18:7', 'PSA 25:13']
2384	['2SA 14:7', 'JER 49:1']
2385	['GEN 45:11', 'PRO 20:13', 'PRO 23:21', 'PRO 30:9']
2386	['GEN 22:17', 'GEN 24:60', 'GEN 28:4', 'NUM 13:30', 'NUM 14:24', 'NUM 21:24', 'NUM 21:35', 'NUM 33:53', 'NUM 33:53', 'DEU 1:8', 'DEU 1:21', 'DEU 1:39', 'DEU 2:24', 'DEU 2:31', 'DEU 2:31', 'DEU 3:12', 'DEU 3:18', 'DEU 3:20', 'DEU 4:1', 'DEU 4:5', 'DEU 4:14', 'DEU 4:22', 'DEU 4:26', 'DEU 4:47', 'DEU 5:31', 'DEU 5:33', 'DEU 6:1', 'DEU 6:18', 'DEU 7:1', 'DEU 8:1', 'DEU 9:4', 'DEU 9:5', 'DEU 9:6', 'DEU 9:23', 'DEU 10:11', 'DEU 11:8', 'DEU 11:8', 'DEU 11:10', 'DEU 11:11', 'DEU 11:29', 'DEU 11:31', 'DEU 11:31', 'DEU 12:1', 'DEU 15:4', 'DEU 16:20', 'DEU 17:14', 'DEU 19:2', 'DEU 19:14', 'DEU 21:1', 'DEU 23:22', 'DEU 25:19', 'DEU 26:1', 'DEU 28:21', 'DEU 28:42', 'DEU 28:63', 'DEU 30:5', 'DEU 30:5', 'DEU 30:16', 'DEU 30:18', 'DEU 31:13', 'DEU 32:47', 'DEU 33:23', 'JOS 1:11', 'JOS 1:11', 'JOS 1:15', 'JOS 1:15', 'JOS 8:7', 'JOS 12:1', 'JOS 13:1', 'JOS 17:12', 'JOS 18:3', 'JOS 19:47', 'JOS 21:43', 'JOS 23:5', 'JOS 24:4', 'JOS 24:8', 'JDG 1:19', 'JDG 2:6', 'JDG 3:13', 'JDG 11:21', 'JDG 11:22', 'JDG 11:24', 'JDG 11:24', 'JDG 18:9', '1KI 21:15', '1KI 21:16', '1KI 21:18', '1KI 21:19', '2KI 17:24', '1CH 28:8', 'EZR 9:11', 'NEH 9:15', 'NEH 9:22', 'NEH 9:23', 'NEH 9:24', 'NEH 9:25', 'PSA 37:9', 'PSA 37:11', 'PSA 37:22', 'PSA 37:29', 'PSA 37:34', 'PSA 44:5', 'PSA 69:37', 'PSA 83:14', 'PSA 105:44', 'ISA 14:21', 'ISA 34:11', 'ISA 34:17', 'ISA 57:13', 'ISA 60:21', 'ISA 61:7', 'ISA 65:9', 'ISA 65:9', 'JER 30:3', 'JER 32:23', 'EZK 7:24', 'EZK 33:24', 'EZK 33:25', 'EZK 33:26', 'EZK 35:10', 'EZK 36:12', 'HOS 9:6', 'AMO 2:10', 'OBA 1:17', 'OBA 1:19', 'OBA 1:19', 'OBA 1:20', 'MIC 1:15', 'HAB 1:6']
2387	['EXO 15:9', 'EXO 34:24', 'NUM 14:12', 'NUM 21:32', 'NUM 21:32', 'NUM 32:21', 'NUM 32:39', 'NUM 33:52', 'NUM 33:55', 'DEU 2:12', 'DEU 2:21', 'DEU 2:22', 'DEU 4:38', 'DEU 7:17', 'DEU 9:1', 'DEU 9:3', 'DEU 9:4', 'DEU 9:5', 'DEU 11:23', 'DEU 11:23', 'DEU 12:2', 'DEU 12:29', 'DEU 12:29', 'DEU 18:12', 'DEU 18:14', 'DEU 19:1', 'DEU 31:3', 'JOS 3:10', 'JOS 3:10', 'JOS 13:6', 'JOS 13:12', 'JOS 13:13', 'JOS 14:12', 'JOS 15:14', 'JOS 15:63', 'JOS 16:10', 'JOS 17:13', 'JOS 17:13', 'JOS 17:18', 'JOS 23:5', 'JOS 23:9', 'JOS 23:13', 'JDG 1:19', 'JDG 1:20', 'JDG 1:21', 'JDG 1:27', 'JDG 1:28', 'JDG 1:28', 'JDG 1:29', 'JDG 1:30', 'JDG 1:31', 'JDG 1:32', 'JDG 1:33', 'JDG 2:21', 'JDG 2:23', 'JDG 11:23', 'JDG 11:23', 'JDG 11:24', 'JDG 11:24', 'JDG 11:24', 'JDG 14:15', '1KI 14:24', '1KI 21:26', '2KI 16:3', '2KI 17:8', '2KI 21:2', '2CH 20:7', '2CH 20:11', '2CH 28:3', '2CH 33:2', 'PSA 44:4', 'ISA 54:3', 'ISA 63:18', 'JER 8:10', 'JER 49:1', 'JER 49:2', 'JER 49:2', 'AMO 9:12', 'ZEC 9:4']
2388	['EZR 9:12']
2389	['DEU 2:5', 'DEU 2:9', 'DEU 2:9', 'DEU 2:12', 'DEU 2:19', 'DEU 2:19', 'DEU 3:20', 'JOS 1:15', 'JOS 12:6', 'JOS 12:7', 'JDG 21:17', '2CH 20:11', 'PSA 61:7', 'JER 32:8']
2390	['PSA 105:9', 'JER 33:26', 'AMO 7:9', 'AMO 7:16']
2391	['1CH 4:36']
